"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 27 16:15:28 GMT 2023","Thu Jul 27 16:15:29 GMT 2023","431","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testUserDropdownMenuToOpenMyViewsUserPage","testUserDropdownMenuToOpenMyViewsUserPage","Verify if click on 'My views' link in the User dropdown menu leads to the views page that confirmed by 'My views' breadcrumb"
"passed","Thu Jul 27 16:14:55 GMT 2023","Thu Jul 27 16:14:58 GMT 2023","2862","Surefire suite","Surefire test","tests.OrganizationFolderTest","tests.OrganizationFolderTest","testDeleteOrganizationFolderDependsMethods","testDeleteOrganizationFolderDependsMethods","Verify that the 'Organization Folder' can be deleted with the 'Delete' on the side menu"
"passed","Thu Jul 27 16:14:05 GMT 2023","Thu Jul 27 16:14:08 GMT 2023","2412","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Thu Jul 27 16:16:15 GMT 2023","Thu Jul 27 16:16:17 GMT 2023","2096","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithEmptyConfirmPassword","testCreateUserWithEmptyConfirmPassword","Try to create user with empty 'Confirm password' field and verify that error message 'Password didn't match' appeared"
"skipped","Thu Jul 27 16:10:21 GMT 2023","Thu Jul 27 16:10:21 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView",""
"passed","Thu Jul 27 16:15:56 GMT 2023","Thu Jul 27 16:15:58 GMT 2023","1583","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCheckIconSize","testCheckIconSize","The 'Jenkins Credentials Provider' icon is reduced in size when the 'S' button is pressed"
"passed","Thu Jul 27 16:19:26 GMT 2023","Thu Jul 27 16:19:27 GMT 2023","1324","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testCreateFolderWithDescription","testCreateFolderWithDescription","Verify the ability to create a new folder with description"
"passed","Thu Jul 27 16:18:20 GMT 2023","Thu Jul 27 16:18:26 GMT 2023","6639","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testSetSystemMessage","testSetSystemMessage","Add a system message to the Jenkins configuration and verify that this message is displayed on the dashboard and on the folder status page"
"passed","Thu Jul 27 16:17:51 GMT 2023","Thu Jul 27 16:17:52 GMT 2023","1679","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testManageOldData","testManageOldData","Verify that there is no entries of old data are found on the 'Manage Old Data' page"
"skipped","Thu Jul 27 16:10:21 GMT 2023","Thu Jul 27 16:10:21 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView",""
"skipped","Thu Jul 27 16:12:06 GMT 2023","Thu Jul 27 16:12:06 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Thu Jul 27 16:16:03 GMT 2023","Thu Jul 27 16:16:06 GMT 2023","2589","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateNewNodeWithValidNameByOptionSetUpAnAgent","testCreateNewNodeWithValidNameByOptionSetUpAnAgent","Create New Node with valid name by option 'Set up an agent' on Dashboard"
"passed","Thu Jul 27 16:14:02 GMT 2023","Thu Jul 27 16:14:04 GMT 2023","2745","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"skipped","Thu Jul 27 16:12:06 GMT 2023","Thu Jul 27 16:12:06 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Thu Jul 27 16:13:31 GMT 2023","Thu Jul 27 16:13:34 GMT 2023","2773","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Thu Jul 27 16:23:05 GMT 2023","Thu Jul 27 16:23:05 GMT 2023","635","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Thu Jul 27 16:20:33 GMT 2023","Thu Jul 27 16:20:45 GMT 2023","12211","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectBuild","testMultiConfigurationProjectBuild",""
"passed","Thu Jul 27 16:23:51 GMT 2023","Thu Jul 27 16:23:51 GMT 2023","1","Surefire suite","Surefire test","runner.order.OrderForTestsTest","runner.order.OrderForTestsTest","orderMethodsForkUpDepTest","orderMethodsForkUpDepTest",""
"passed","Thu Jul 27 16:13:47 GMT 2023","Thu Jul 27 16:13:49 GMT 2023","2476","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"skipped","Thu Jul 27 16:10:21 GMT 2023","Thu Jul 27 16:10:21 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView",""
"passed","Thu Jul 27 16:22:23 GMT 2023","Thu Jul 27 16:22:24 GMT 2023","1379","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateMultibranchPipeline","testCreateMultibranchPipeline","Check if a new multibranch pipeline can be created"
"skipped","Thu Jul 27 16:10:21 GMT 2023","Thu Jul 27 16:10:21 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView",""
"passed","Thu Jul 27 16:19:59 GMT 2023","Thu Jul 27 16:20:01 GMT 2023","1834","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testDeleteFolderUsingDropDown","testDeleteFolderUsingDropDown","Confirm that the folder was successfully deleted by using the dropdown menu"
"passed","Thu Jul 27 16:22:15 GMT 2023","Thu Jul 27 16:22:17 GMT 2023","1690","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateMultiConfigurationProjectWithDescription","testCreateMultiConfigurationProjectWithDescription","Check if multi-configuration project can be created with description"
"skipped","Thu Jul 27 16:10:21 GMT 2023","Thu Jul 27 16:10:21 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testRemoveSomeHeadersFromProjectStatusTableInListView","testRemoveSomeHeadersFromProjectStatusTableInListView",""
"passed","Thu Jul 27 16:17:25 GMT 2023","Thu Jul 27 16:17:27 GMT 2023","1811","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Thu Jul 27 16:10:42 GMT 2023","Thu Jul 27 16:10:43 GMT 2023","738","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testEditDescription","testEditDescription","Verify if expected description of the project has been updated"
"passed","Thu Jul 27 16:18:16 GMT 2023","Thu Jul 27 16:18:18 GMT 2023","2196","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testRenameFullUserName","testRenameFullUserName","Rename 'Full Name' for User with valid characters and verity that New Full Name is displayed on StatusUserPage and on Header and on Breadcrumbs"
"passed","Thu Jul 27 16:23:46 GMT 2023","Thu Jul 27 16:23:47 GMT 2023","1689","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreatedPipelineDisplayedOnMyViews","testCreatedPipelineDisplayedOnMyViews","Check if pipeline job is displayed on MyViewsPage"
"passed","Thu Jul 27 16:19:56 GMT 2023","Thu Jul 27 16:19:58 GMT 2023","1525","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testDeleteFolder","testDeleteFolder","Verify that the folder can be deleted"
"passed","Thu Jul 27 16:12:47 GMT 2023","Thu Jul 27 16:12:50 GMT 2023","2332","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testDisablePipelineProjectMessage","testDisablePipelineProjectMessage","Check if pipeline project can be disabled"
"passed","Thu Jul 27 16:22:13 GMT 2023","Thu Jul 27 16:22:14 GMT 2023","887","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateFreestyleProjectWithSpacesInsteadOfName","testCreateFreestyleProjectWithSpacesInsteadOfName","Check if a new freestyle project with only spaces in name can be created"
"passed","Thu Jul 27 16:23:43 GMT 2023","Thu Jul 27 16:23:45 GMT 2023","1748","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreatePipelineExistingNameError","testCreatePipelineExistingNameError","Check if pipeline job can be created with name, that is a name of already existing project"
"skipped","Thu Jul 27 16:12:06 GMT 2023","Thu Jul 27 16:12:06 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testFreestyleConfigSideMenu","testFreestyleConfigSideMenu","Verify if all expected lines of the side menu are displayed "
"skipped","Thu Jul 27 16:10:21 GMT 2023","Thu Jul 27 16:10:21 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testListViewCheckEveryAddColumnItem","testListViewCheckEveryAddColumnItem",""
"passed","Thu Jul 27 16:12:51 GMT 2023","Thu Jul 27 16:12:54 GMT 2023","2295","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testPipelineAddDescription","testPipelineAddDescription","Verify the description for Pipeline project on the Pipeline page is displayed if add description"
"passed","Thu Jul 27 16:08:56 GMT 2023","Thu Jul 27 16:08:58 GMT 2023","2462","Surefire suite","Surefire test","tests.PeoplePageTest","tests.PeoplePageTest","testPeopleDeleteUser","testPeopleDeleteUser","Verify that user was deleted"
"passed","Thu Jul 27 16:08:42 GMT 2023","Thu Jul 27 16:08:49 GMT 2023","6412","Surefire suite","Surefire test","tests.CopyItemTest","tests.CopyItemTest","testCopyFromNotExistItemName","testCopyFromNotExistItemName","Verify if attempting to create a new item from a non-existent item results in an error"
"skipped","Thu Jul 27 16:10:21 GMT 2023","Thu Jul 27 16:10:21 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testMyViewAddFilterBuildQueue","testMyViewAddFilterBuildQueue",""
"passed","Thu Jul 27 16:09:02 GMT 2023","Thu Jul 27 16:09:05 GMT 2023","3004","Surefire suite","Surefire test","tests.PeoplePageTest","tests.PeoplePageTest","testCreateUser","testCreateUser","Verify that new user was created"
"passed","Thu Jul 27 16:21:00 GMT 2023","Thu Jul 27 16:21:02 GMT 2023","2286","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectDisableCheckIconProjectName","testMultiConfigurationProjectDisableCheckIconProjectName",""
"passed","Thu Jul 27 16:19:27 GMT 2023","Thu Jul 27 16:19:28 GMT 2023","956","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testRenameFolderWithDescription","testRenameFolderWithDescription","Verify the ability to rename a folder's name with a description"
"passed","Thu Jul 27 16:09:10 GMT 2023","Thu Jul 27 16:09:10 GMT 2023","545","Surefire suite","Surefire test","tests.PeoplePageTest","tests.PeoplePageTest","testViewPeoplePage","testViewPeoplePage","Verify the header of the 'People' page"
